customer_id,age,gender,city,income_bracket,education,marital_status,family_size,profession,registration_date,mobile_number,email,is_premium_member
CUST_000016,23,Male,Hyderabad,High,High School,Single,2,Government,2021-12-27 02:39:09.017472,+919844790454,cust_000016@gmail.com,True
CUST_000017,45,Male,Hyderabad,Premium,Post Graduate,Married,4,IT Professional,2023-12-21 02:39:09.017616,+919507325840,cust_000017@gmail.com,False
CUST_000018,28,Female,Hyderabad,Low,Professional,Married,2,Homemaker,2025-04-11 02:39:09.017763,+919957119258,cust_000018@outlook.com,False
CUST_000019,54,Female,Lucknow,Low,Graduate,Single,2,Healthcare,2022-12-05 02:39:09.017959,+918258365923,cust_000019@yahoo.com,False
CUST_000020,58,Male,Delhi,Low,Graduate,Married,4,IT Professional,2022-08-04 02:39:09.018119,+918710600363,cust_000020@yahoo.com,False
CUST_000021,75,Male,Pune,Medium,Professional,Married,3,Homemaker,2023-04-26 02:39:09.018268,+918158480484,cust_000021@gmail.com,False
CUST_000022,20,Male,Bangalore,Medium,High School,Single,2,Healthcare,2025-05-05 02:39:09.018421,+919051344255,cust_000022@gmail.com,True
CUST_000023,33,Female,Mumbai,Medium,High School,Married,5,Business,2022-11-05 02:39:09.018571,+919541916039,cust_000023@gmail.com,False
CUST_000024,43,Female,Jaipur,High,Graduate,Married,3,Government,2023-09-23 02:39:09.018718,+917981639336,cust_000024@company.com,False
CUST_000025,29,Male,Mumbai,Medium,Graduate,Single,1,Business,2023-04-08 02:39:09.018862,+918146934645,cust_000025@outlook.com,False
CUST_000026,33,Male,Mumbai,Low,Post Graduate,Married,4,IT Professional,2022-02-12 02:39:09.019002,+919723618301,cust_000026@gmail.com,False
CUST_000027,59,Male,Ahmedabad,Medium,Professional,Married,1,Service,2024-11-30 02:39:09.019142,+918977549687,cust_000027@yahoo.com,False
CUST_000028,19,Female,Pune,Medium,Post Graduate,Married,5,Education,2025-05-28 02:39:09.019287,+918390676592,cust_000028@gmail.com,False
CUST_000029,34,Male,Lucknow,Low,Professional,Married,2,IT Professional,2023-07-02 02:39:09.019427,+918106396787,cust_000029@yahoo.com,False
CUST_000030,34,Female,Lucknow,Low,Post Graduate,Married,3,Homemaker,2022-03-11 02:39:09.019568,+919671067750,cust_000030@gmail.com,False
CUST_000031,22,Female,Hyderabad,Medium,Graduate,Married,4,IT Professional,2023-08-03 02:39:09.019707,+918082381752,cust_000031@yahoo.com,False
CUST_000032,35,Other,Pune,High,Graduate,Single,2,Business,2024-01-10 02:39:09.019899,+917537159840,cust_000032@gmail.com,False
CUST_000033,38,Female,Delhi,Medium,Professional,Married,2,Government,2024-07-24 02:39:09.020053,+918446681975,cust_000033@outlook.com,False
CUST_000034,47,Female,Lucknow,Low,Post Graduate,Single,2,IT Professional,2025-01-11 02:39:09.020200,+918995719058,cust_000034@gmail.com,False
CUST_000035,20,Female,Bangalore,Medium,Graduate,Married,3,Student,2025-01-05 02:39:09.020349,+917005727615,cust_000035@yahoo.com,False
CUST_000036,50,Female,Kolkata,Low,Graduate,Single,1,IT Professional,2024-08-24 02:39:09.020492,+919968136750,cust_000036@gmail.com,False
CUST_000037,33,Female,Chennai,Low,High School,Married,3,Government,2021-09-27 02:39:09.020635,+919354306241,cust_000037@gmail.com,False
CUST_000038,24,Female,Lucknow,Medium,High School,Married,2,Government,2024-03-29 02:39:09.020775,+918470248066,cust_000038@gmail.com,False
CUST_000039,28,Male,Delhi,Low,Graduate,Single,1,Retired,2021-11-03 02:39:09.020915,+919319974570,cust_000039@gmail.com,False
CUST_000040,32,Male,Bangalore,Medium,Graduate,Married,1,IT Professional,2025-04-02 02:39:09.021053,+917306342329,cust_000040@outlook.com,False
CUST_000041,21,Male,Mumbai,High,Graduate,Married,3,Retired,2023-12-28 02:39:09.021191,+918012221727,cust_000041@gmail.com,False
CUST_000042,53,Male,Kolkata,Premium,High School,Married,1,Business,2024-10-19 02:39:09.021331,+919860077893,cust_000042@outlook.com,False
CUST_000043,26,Male,Pune,Medium,Graduate,Married,1,Government,2024-06-03 02:39:09.021473,+918393331045,cust_000043@gmail.com,False
CUST_000044,25,Female,Jaipur,High,High School,Married,1,Student,2024-12-22 02:39:09.021617,+919048382995,cust_000044@yahoo.com,False
CUST_000045,43,Male,Lucknow,Low,High School,Single,2,IT Professional,2024-01-10 02:39:09.021814,+919581128220,cust_000045@gmail.com,False
CUST_000046,39,Male,Delhi,Medium,High School,Married,5,IT Professional,2023-11-16 02:39:09.021967,+918232626157,cust_000046@gmail.com,False
CUST_000047,42,Female,Delhi,Low,High School,Married,5,Business,2024-01-28 02:39:09.022114,+919668973227,cust_000047@yahoo.com,False
CUST_000048,48,Female,Delhi,Medium,Post Graduate,Single,2,Business,2023-06-19 02:39:09.022258,+917283050935,cust_000048@gmail.com,False
CUST_000049,35,Male,Delhi,Medium,High School,Single,1,Manufacturing,2021-07-25 02:39:09.022400,+918226344474,cust_000049@outlook.com,False
CUST_000050,66,Male,Bangalore,Low,High School,Single,1,IT Professional,2025-02-18 02:39:09.022545,+918015068333,cust_000050@company.com,True
CUST_000051,59,Female,Hyderabad,Medium,Graduate,Married,4,Government,2024-11-28 02:39:09.022693,+918485339568,cust_000051@yahoo.com,True
CUST_000052,49,Female,Lucknow,High,Graduate,Married,5,Healthcare,2023-09-14 02:39:09.022841,+919669178436,cust_000052@outlook.com,False
CUST_000053,26,Male,Delhi,Medium,Professional,Married,5,Business,2025-03-04 02:39:09.022987,+917208970994,cust_000053@gmail.com,False
CUST_000054,27,Female,Chennai,High,Post Graduate,Single,2,Homemaker,2021-12-22 02:39:09.023181,+918766572817,cust_000054@gmail.com,False
CUST_000055,40,Female,Bangalore,High,High School,Single,2,Retired,2023-06-24 02:39:09.023495,+917218762260,cust_000055@outlook.com,False
CUST_000056,25,Male,Hyderabad,Premium,Graduate,Single,2,Government,2024-09-12 02:39:09.023653,+918130979503,cust_000056@yahoo.com,True
CUST_000057,39,Female,Ahmedabad,Low,Graduate,Married,1,IT Professional,2024-01-06 02:39:09.024333,+918834455140,cust_000057@gmail.com,False
CUST_000058,42,Male,Bangalore,Medium,Graduate,Married,5,Healthcare,2024-04-11 02:39:09.024559,+919551059066,cust_000058@yahoo.com,False
CUST_000059,19,Female,Bangalore,High,Professional,Married,2,Business,2023-11-24 02:39:09.024765,+917768640455,cust_000059@outlook.com,True
CUST_000060,24,Male,Kolkata,Premium,Professional,Married,5,Healthcare,2024-04-24 02:39:09.025086,+918390200630,cust_000060@outlook.com,False
CUST_000061,26,Female,Jaipur,Medium,Graduate,Married,3,Business,2024-12-22 02:39:09.025387,+918130870458,cust_000061@yahoo.com,False
CUST_000062,23,Male,Bangalore,Low,High School,Single,2,Retired,2024-11-01 02:39:09.025488,+917279191248,cust_000062@gmail.com,False
CUST_000063,40,Male,Chennai,Medium,High School,Married,5,Manufacturing,2025-02-19 02:39:09.025586,+918599844071,cust_000063@yahoo.com,False
CUST_000064,23,Male,Mumbai,Low,Post Graduate,Married,3,Healthcare,2023-08-23 02:39:09.025676,+919686700604,cust_000064@gmail.com,False
CUST_000065,30,Female,Bangalore,Medium,Post Graduate,Married,2,Student,2021-10-14 02:39:09.025768,+919998363210,cust_000065@gmail.com,False
CUST_000066,38,Female,Hyderabad,Medium,Graduate,Married,4,Retired,2024-08-15 02:39:09.025858,+918912958051,cust_000066@outlook.com,False
CUST_000067,69,Female,Delhi,Medium,Graduate,Married,4,Homemaker,2024-05-28 02:39:09.025944,+919888232586,cust_000067@outlook.com,True
CUST_000068,18,Male,Mumbai,Medium,Post Graduate,Married,5,Healthcare,2022-05-02 02:39:09.026025,+918383471329,cust_000068@gmail.com,False
CUST_000069,29,Male,Jaipur,Low,Post Graduate,Single,2,Healthcare,2024-01-11 02:39:09.026105,+917247359570,cust_000069@outlook.com,True
CUST_000070,43,Female,Ahmedabad,Low,Post Graduate,Married,5,IT Professional,2024-07-22 02:39:09.026185,+917936726697,cust_000070@gmail.com,False
CUST_000071,25,Male,Pune,High,Post Graduate,Married,1,Business,2024-04-17 02:39:09.026266,+917752907797,cust_000071@company.com,False
CUST_000072,41,Male,Lucknow,Premium,Post Graduate,Single,2,Government,2022-07-05 02:39:09.026355,+917747570469,cust_000072@gmail.com,False
CUST_000073,31,Male,Chennai,Medium,High School,Married,2,Business,2023-03-21 02:39:09.026436,+918772321298,cust_000073@yahoo.com,False
CUST_000074,25,Male,Bangalore,Medium,Post Graduate,Single,1,IT Professional,2022-11-14 02:39:09.026516,+919752910104,cust_000074@yahoo.com,True
CUST_000075,21,Female,Kolkata,Low,Graduate,Married,3,Government,2024-07-26 02:39:09.026596,+918373755101,cust_000075@gmail.com,True
CUST_000076,30,Male,Bangalore,Premium,Professional,Married,5,Homemaker,2024-08-18 02:39:09.026675,+917542387607,cust_000076@yahoo.com,False
CUST_000077,27,Male,Jaipur,Medium,Post Graduate,Married,1,Retired,2021-07-24 02:39:09.026795,+917129451931,cust_000077@company.com,False
CUST_000078,31,Other,Bangalore,Medium,Post Graduate,Divorced,1,Homemaker,2023-01-14 02:39:09.026888,+917931391762,cust_000078@outlook.com,False
CUST_000079,36,Female,Kolkata,Medium,Graduate,Single,1,IT Professional,2024-10-04 02:39:09.026971,+917504420811,cust_000079@company.com,True
CUST_000080,61,Male,Hyderabad,Low,Post Graduate,Married,1,Student,2022-09-17 02:39:09.027049,+919439302825,cust_000080@gmail.com,True
CUST_000081,26,Male,Delhi,Medium,High School,Single,2,Manufacturing,2023-08-09 02:39:09.027123,+917474208752,cust_000081@yahoo.com,False
CUST_000082,47,Male,Lucknow,Medium,Post Graduate,Single,1,Government,2021-11-09 02:39:09.027196,+917616272652,cust_000082@outlook.com,False
CUST_000083,31,Female,Bangalore,Low,Post Graduate,Married,2,Manufacturing,2023-12-11 02:39:09.027269,+917690126556,cust_000083@yahoo.com,False
CUST_000084,48,Female,Pune,Medium,Post Graduate,Single,1,IT Professional,2025-02-07 02:39:09.027344,+919437093738,cust_000084@gmail.com,False
CUST_000085,22,Female,Delhi,Medium,High School,Married,2,IT Professional,2022-06-23 02:39:09.027455,+919124204054,cust_000085@outlook.com,False
CUST_000086,29,Male,Kolkata,High,Post Graduate,Single,2,Healthcare,2023-10-31 02:39:09.027536,+917805300902,cust_000086@gmail.com,False
CUST_000087,50,Female,Pune,High,Graduate,Married,2,IT Professional,2022-01-14 02:39:09.027609,+918514515281,cust_000087@outlook.com,False
CUST_000088,39,Female,Lucknow,Low,Graduate,Single,2,Government,2025-02-12 02:39:09.027682,+919455669037,cust_000088@gmail.com,False
CUST_000089,27,Female,Ahmedabad,Low,Graduate,Married,4,Education,2023-04-29 02:39:09.027756,+917789868044,cust_000089@company.com,False
CUST_000090,20,Female,Mumbai,Low,High School,Single,1,Government,2025-05-24 02:39:09.028015,+919033140050,cust_000090@yahoo.com,False
CUST_000091,21,Female,Kolkata,Low,Post Graduate,Married,3,IT Professional,2024-08-25 02:39:09.028202,+917321595498,cust_000091@gmail.com,False
CUST_000092,54,Female,Delhi,Medium,High School,Single,1,Student,2021-10-09 02:39:09.028360,+917572822004,cust_000092@outlook.com,False
CUST_000093,31,Female,Ahmedabad,Low,High School,Single,1,Healthcare,2021-12-02 02:39:09.028653,+917972010497,cust_000093@outlook.com,False
CUST_000094,37,Male,Ahmedabad,Medium,Professional,Married,3,Government,2023-10-04 02:39:09.029072,+919276159873,cust_000094@gmail.com,True
CUST_000095,41,Female,Ahmedabad,High,Graduate,Married,3,Homemaker,2024-12-16 02:39:09.029234,+919592471559,cust_000095@gmail.com,False
CUST_000096,26,Male,Mumbai,Medium,Post Graduate,Single,1,Education,2022-08-03 02:39:09.029479,+917383612205,cust_000096@gmail.com,False
CUST_000097,22,Male,Delhi,Low,Post Graduate,Married,5,IT Professional,2022-12-09 02:39:09.029610,+917225490731,cust_000097@gmail.com,False
CUST_000098,21,Female,Lucknow,Low,Graduate,Single,1,Student,2023-09-08 02:39:09.029797,+917861726704,cust_000098@outlook.com,False
CUST_000099,53,Female,Ahmedabad,Low,Graduate,Married,2,Business,2022-12-15 02:39:09.029910,+917849279369,cust_000099@gmail.com,False
CUST_000100,20,Male,Bangalore,Low,High School,Married,5,Manufacturing,2024-06-09 02:39:09.030244,+919424506087,cust_000100@gmail.com,True
CUST_000101,41,Female,Delhi,High,Professional,Married,4,Education,2023-12-15 02:39:09.030377,+919313352618,cust_000101@outlook.com,True
CUST_000102,27,Female,Mumbai,Low,High School,Single,2,Business,2023-02-02 02:39:09.030494,+918575469233,cust_000102@gmail.com,False
CUST_000103,40,Female,Jaipur,Medium,High School,Married,1,Homemaker,2023-07-10 02:39:09.030603,+917993833021,cust_000103@gmail.com,False
CUST_000104,29,Male,Mumbai,Premium,Post Graduate,Single,1,IT Professional,2022-04-17 02:39:09.030714,+917562161876,cust_000104@company.com,False
CUST_000105,41,Female,Lucknow,High,Professional,Married,2,IT Professional,2021-12-07 02:39:09.030816,+917291024652,cust_000105@yahoo.com,False
CUST_000106,29,Male,Chennai,High,Graduate,Married,2,Government,2022-11-05 02:39:09.030915,+919270323177,cust_000106@yahoo.com,False
CUST_000107,38,Male,Jaipur,High,Graduate,Single,2,Business,2021-10-22 02:39:09.031011,+918143508899,cust_000107@gmail.com,False
CUST_000108,58,Male,Delhi,High,Graduate,Married,4,Education,2025-01-04 02:39:09.031105,+917366016077,cust_000108@gmail.com,False
CUST_000109,39,Female,Lucknow,High,Graduate,Married,1,IT Professional,2022-06-20 02:39:09.031199,+917864399083,cust_000109@gmail.com,False
CUST_000110,46,Male,Delhi,Low,High School,Divorced,1,Homemaker,2024-02-21 02:39:09.031774,+917623329649,cust_000110@yahoo.com,False
CUST_000111,30,Male,Chennai,Medium,Professional,Single,1,Homemaker,2023-03-30 02:39:09.031917,+919276411286,cust_000111@gmail.com,True
CUST_000112,23,Male,Chennai,Medium,Graduate,Married,5,Healthcare,2022-10-09 02:39:09.032048,+919521867375,cust_000112@gmail.com,False
CUST_000113,39,Male,Delhi,Low,Post Graduate,Married,4,Education,2022-09-17 02:39:09.032178,+919086754073,cust_000113@company.com,False
CUST_000114,24,Male,Jaipur,Low,Professional,Married,2,Government,2023-04-02 02:39:09.032307,+919902471263,cust_000114@gmail.com,False
CUST_000115,55,Female,Lucknow,High,Post Graduate,Married,5,IT Professional,2023-11-02 02:39:09.032436,+919192496912,cust_000115@gmail.com,False
CUST_000116,42,Male,Mumbai,High,Graduate,Married,5,Business,2025-05-15 02:39:09.032562,+919477666968,cust_000116@gmail.com,False
CUST_000117,28,Female,Bangalore,Medium,Graduate,Married,2,Healthcare,2024-06-28 02:39:09.032681,+917280553968,cust_000117@gmail.com,False
CUST_000118,54,Female,Kolkata,Low,High School,Married,4,IT Professional,2023-11-13 02:39:09.032828,+919930294981,cust_000118@outlook.com,True
CUST_000119,51,Male,Bangalore,Medium,Post Graduate,Married,1,Homemaker,2021-10-30 02:39:09.032979,+917515155588,cust_000119@outlook.com,True
CUST_000120,48,Male,Bangalore,Low,Post Graduate,Single,1,Business,2023-11-28 02:39:09.033239,+917375438862,cust_000120@gmail.com,False
CUST_000121,56,Female,Lucknow,Medium,Post Graduate,Single,2,IT Professional,2023-04-03 02:39:09.033322,+917076844599,cust_000121@gmail.com,True
CUST_000122,44,Male,Hyderabad,Medium,Post Graduate,Divorced,1,Student,2022-09-29 02:39:09.033395,+918787352530,cust_000122@gmail.com,False
CUST_000123,65,Male,Ahmedabad,Medium,High School,Married,5,IT Professional,2024-01-12 02:39:09.033465,+918080822670,cust_000123@yahoo.com,False
CUST_000124,26,Male,Mumbai,Low,High School,Married,2,Manufacturing,2025-03-19 02:39:09.033533,+919726287949,cust_000124@yahoo.com,False
CUST_000125,46,Female,Mumbai,Low,Post Graduate,Divorced,2,Business,2022-02-08 02:39:09.033600,+919558193887,cust_000125@yahoo.com,False
CUST_000126,33,Male,Lucknow,High,Post Graduate,Single,1,Manufacturing,2021-07-20 02:39:09.033667,+918996292608,cust_000126@yahoo.com,False
CUST_000127,20,Male,Pune,Medium,High School,Single,1,IT Professional,2023-03-03 02:39:09.033733,+917696727590,cust_000127@gmail.com,False
CUST_000128,31,Female,Chennai,Medium,High School,Single,2,Education,2023-11-19 02:39:09.033802,+917239522787,cust_000128@gmail.com,False
CUST_000129,34,Male,Bangalore,Medium,Graduate,Single,1,Student,2022-09-12 02:39:09.033871,+917912918411,cust_000129@gmail.com,False
CUST_000130,78,Female,Delhi,Low,Graduate,Married,4,Government,2022-12-15 02:39:09.033936,+917455696990,cust_000130@gmail.com,False
CUST_000131,43,Male,Delhi,Medium,Post Graduate,Married,2,Homemaker,2024-12-18 02:39:09.034001,+917789912114,cust_000131@gmail.com,False
CUST_000132,44,Female,Kolkata,Medium,Graduate,Single,2,Retired,2024-01-20 02:39:09.034065,+917576591254,cust_000132@outlook.com,False
CUST_000133,42,Other,Mumbai,Medium,Graduate,Single,1,Student,2024-07-03 02:39:09.034129,+919168830862,cust_000133@yahoo.com,False
CUST_000134,56,Female,Kolkata,Medium,Post Graduate,Married,3,Education,2022-04-26 02:39:09.034193,+919982765694,cust_000134@gmail.com,True
CUST_000135,42,Male,Chennai,High,Professional,Married,2,Education,2023-07-10 02:39:09.034270,+918444859622,cust_000135@gmail.com,False
CUST_000136,73,Female,Hyderabad,Medium,Graduate,Single,1,Business,2023-10-24 02:39:09.034338,+918588126653,cust_000136@gmail.com,False
CUST_000137,24,Male,Hyderabad,Low,Graduate,Married,3,Student,2022-10-09 02:39:09.034403,+918402041095,cust_000137@company.com,False
CUST_000138,31,Female,Hyderabad,Low,Graduate,Married,1,Business,2022-02-09 02:39:09.034468,+919250416861,cust_000138@gmail.com,False
CUST_000139,26,Female,Lucknow,Medium,Graduate,Married,5,Homemaker,2022-08-25 02:39:09.034534,+918681544762,cust_000139@gmail.com,False
CUST_000140,31,Male,Mumbai,Medium,High School,Married,2,Government,2024-09-10 02:39:09.034597,+918993822618,cust_000140@yahoo.com,True
CUST_000141,33,Male,Delhi,Medium,High School,Married,4,Homemaker,2021-08-13 02:39:09.034661,+919736947035,cust_000141@gmail.com,False
CUST_000142,41,Male,Lucknow,Medium,Post Graduate,Single,1,Business,2021-08-26 02:39:09.034763,+919758020833,cust_000142@gmail.com,False
CUST_000143,38,Female,Chennai,Medium,Graduate,Married,2,Business,2025-06-29 02:39:09.034852,+918429650241,cust_000143@outlook.com,False
CUST_000144,37,Male,Mumbai,Medium,Graduate,Single,2,Manufacturing,2024-11-07 02:39:09.034919,+918533773843,cust_000144@yahoo.com,False
CUST_000145,25,Male,Ahmedabad,Medium,Graduate,Married,5,Manufacturing,2022-10-09 02:39:09.034986,+919804991716,cust_000145@gmail.com,False
CUST_000146,31,Female,Mumbai,Medium,Professional,Married,4,Student,2023-10-26 02:39:09.035051,+918759682168,cust_000146@gmail.com,False
CUST_000147,45,Male,Mumbai,High,Professional,Single,1,IT Professional,2024-12-18 02:39:09.035117,+917686473222,cust_000147@company.com,False
CUST_000148,57,Female,Kolkata,High,Graduate,Single,1,Government,2022-04-10 02:39:09.035184,+918252401741,cust_000148@gmail.com,False
CUST_000149,29,Female,Bangalore,Medium,High School,Married,1,Retired,2022-02-11 02:39:09.035251,+918866389674,cust_000149@outlook.com,True
CUST_000150,37,Male,Delhi,Medium,High School,Married,4,Education,2022-04-19 02:39:09.035319,+918327080503,cust_000150@outlook.com,False
CUST_000151,38,Female,Bangalore,Medium,Post Graduate,Divorced,1,IT Professional,2024-11-29 02:39:09.035384,+917785410804,cust_000151@gmail.com,False
CUST_000152,22,Female,Hyderabad,Premium,Graduate,Single,1,IT Professional,2023-10-01 02:39:09.035449,+918667192897,cust_000152@gmail.com,False
CUST_000153,42,Female,Jaipur,Medium,Graduate,Divorced,1,Government,2024-12-22 02:39:09.035513,+918737135029,cust_000153@gmail.com,False
CUST_000154,66,Male,Ahmedabad,Premium,Graduate,Married,5,Service,2022-08-30 02:39:09.035577,+917501248887,cust_000154@gmail.com,True
CUST_000155,40,Female,Bangalore,Medium,Post Graduate,Single,2,IT Professional,2025-03-04 02:39:09.035641,+919177782812,cust_000155@gmail.com,False
CUST_000156,33,Male,Jaipur,Low,Graduate,Married,4,IT Professional,2022-12-20 02:39:09.035715,+919456386852,cust_000156@outlook.com,False
CUST_000157,20,Female,Bangalore,Medium,Professional,Single,1,Manufacturing,2024-09-04 02:39:09.035785,+919645663035,cust_000157@gmail.com,False
CUST_000158,59,Male,Delhi,Premium,High School,Married,4,IT Professional,2024-09-28 02:39:09.035850,+917738399080,cust_000158@gmail.com,False
CUST_000159,32,Female,Lucknow,Low,High School,Married,2,Student,2022-08-30 02:39:09.035913,+918052422108,cust_000159@gmail.com,False
CUST_000160,41,Male,Mumbai,Low,Professional,Married,2,Homemaker,2021-10-29 02:39:09.035989,+918938090092,cust_000160@gmail.com,False
CUST_000161,37,Female,Bangalore,Medium,High School,Married,4,Healthcare,2025-04-16 02:39:09.036068,+917319119887,cust_000161@outlook.com,False
CUST_000162,37,Female,Mumbai,Low,Graduate,Married,4,Homemaker,2024-09-19 02:39:09.036136,+918710323588,cust_000162@yahoo.com,True
CUST_000163,33,Female,Chennai,Medium,Graduate,Married,3,Homemaker,2024-01-04 02:39:09.036204,+919681748906,cust_000163@gmail.com,False
CUST_000164,18,Male,Jaipur,Low,Graduate,Married,3,Manufacturing,2023-10-20 02:39:09.036277,+919146656881,cust_000164@gmail.com,False
CUST_000165,75,Male,Mumbai,Low,Graduate,Single,1,Student,2023-12-19 02:39:09.036343,+919031517781,cust_000165@outlook.com,False
CUST_000166,49,Female,Pune,Medium,Professional,Single,1,IT Professional,2024-05-21 02:39:09.036408,+917575645014,cust_000166@yahoo.com,False
CUST_000167,64,Male,Delhi,High,High School,Married,1,Healthcare,2024-11-24 02:39:09.036473,+917861277088,cust_000167@outlook.com,False
CUST_000168,36,Female,Mumbai,Medium,High School,Married,5,IT Professional,2021-10-18 02:39:09.036537,+919915201778,cust_000168@outlook.com,False
CUST_000169,28,Female,Hyderabad,Low,High School,Married,4,Education,2022-04-21 02:39:09.036604,+919374339359,cust_000169@yahoo.com,False
CUST_000170,23,Male,Kolkata,High,High School,Single,1,Education,2025-02-16 02:39:09.036713,+917024601011,cust_000170@outlook.com,False
CUST_000171,34,Male,Kolkata,High,High School,Married,1,Business,2024-01-31 02:39:09.036782,+919579289645,cust_000171@company.com,False
CUST_000172,37,Female,Bangalore,Low,Post Graduate,Married,1,Government,2022-08-15 02:39:09.036849,+919297229178,cust_000172@gmail.com,False
CUST_000173,60,Female,Chennai,Low,Graduate,Married,1,Government,2025-02-17 02:39:09.036914,+918848397330,cust_000173@outlook.com,False
CUST_000174,46,Male,Mumbai,Medium,High School,Married,3,IT Professional,2023-06-04 02:39:09.036982,+917258755830,cust_000174@outlook.com,True
CUST_000175,59,Female,Lucknow,High,Post Graduate,Single,1,Student,2022-03-01 02:39:09.037047,+918852926373,cust_000175@yahoo.com,False
CUST_000176,27,Male,Kolkata,Medium,Post Graduate,Married,3,IT Professional,2022-10-14 02:39:09.037113,+917734291141,cust_000176@outlook.com,True
CUST_000177,62,Female,Bangalore,Low,Post Graduate,Married,3,Government,2024-05-07 02:39:09.037177,+917655633873,cust_000177@yahoo.com,False
CUST_000178,18,Male,Mumbai,Low,Graduate,Divorced,1,Manufacturing,2024-03-08 02:39:09.037243,+918858849956,cust_000178@gmail.com,False
CUST_000179,34,Female,Bangalore,Low,Post Graduate,Single,1,IT Professional,2022-11-09 02:39:09.037310,+918332197735,cust_000179@gmail.com,False
CUST_000180,33,Male,Lucknow,Medium,High School,Single,2,Government,2023-11-26 02:39:09.037374,+919475981498,cust_000180@gmail.com,False
CUST_000181,41,Female,Chennai,Low,Graduate,Married,2,Student,2023-11-03 02:39:09.037437,+917661476660,cust_000181@company.com,True
CUST_000182,22,Male,Mumbai,Medium,Professional,Married,4,Healthcare,2022-05-24 02:39:09.037501,+917318224913,cust_000182@gmail.com,False
CUST_000183,24,Male,Hyderabad,Low,Professional,Married,2,Business,2023-04-10 02:39:09.037567,+917909797789,cust_000183@gmail.com,False
CUST_000184,78,Male,Delhi,Medium,Post Graduate,Married,2,Student,2025-05-24 02:39:09.037631,+917947895606,cust_000184@yahoo.com,False
CUST_000185,28,Male,Chennai,High,Post Graduate,Married,4,Other,2022-03-29 02:39:09.037697,+918379367939,cust_000185@gmail.com,False
CUST_000186,26,Male,Hyderabad,High,High School,Married,4,IT Professional,2022-08-31 02:39:09.037763,+918963084665,cust_000186@gmail.com,False
CUST_000187,53,Male,Delhi,High,Post Graduate,Single,1,Business,2022-01-13 02:39:09.037828,+919239548621,cust_000187@gmail.com,False
CUST_000188,28,Female,Ahmedabad,Low,Graduate,Married,4,IT Professional,2022-06-12 02:39:09.037893,+918121449324,cust_000188@company.com,False
CUST_000189,27,Male,Jaipur,High,High School,Married,3,IT Professional,2024-04-17 02:39:09.037958,+917112483507,cust_000189@yahoo.com,False
CUST_000190,57,Female,Lucknow,Premium,Graduate,Married,1,Homemaker,2024-03-31 02:39:09.038026,+919528729881,cust_000190@yahoo.com,False
CUST_000191,19,Female,Delhi,Medium,Graduate,Single,2,Government,2022-02-05 02:39:09.038091,+917294970355,cust_000191@gmail.com,False
CUST_000192,28,Female,Mumbai,High,High School,Married,4,Education,2025-02-08 02:39:09.038155,+919883298054,cust_000192@gmail.com,False
CUST_000193,75,Male,Delhi,Low,High School,Married,5,Business,2021-12-28 02:39:09.038218,+918385728886,cust_000193@company.com,False
